_id,shiptocustomer2,shiptocustomer,shiptocustomername,storegrade,product,productdescription,gencat2,datasetgroup,msrpincltax,soldunits,inventory,netretailvalue,fileid,createdby,gencat_contrib,abc_gencat_level,store_contrib,abc_store_level
ndWHS8Z6K8HoGqitP,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21831-0069,WB 312 SHAPING SLIM BLR WB H118 PITCH B,WB,D1,2799,18,59,49457.53,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.02074397898379827,A,0.004894247035614284,A
AutrRgnq4539vz6Gf,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23771-0051,WT SCOOP NECK PRFCT TEE BRIGHT WHITE,WT,D1,999,52,29,49177,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.0461134086599963,A,0.004866486184619484,A
FRw2NfjeRZMTa5t4q,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56061-0000,710 WB BNG BACK ZIPPER BLR WB H118 RUSK,WB,D1,3099,17,7,48933,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.020523975289793092,A,0.0048423402906233644,A
9yBHwWy3wAhjSNZyj,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56060-0001,710 ALT SIDERINGEYLET BLR WB H118 ARTIC,WB,D1,3499,15,6,48835.24,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.020482971798808886,A,0.004832666099651804,A
kiqEnyCjR2YZexCXC,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36087-0001,BLRMB_512CLASSIC5PKT BLR MB H117 THE WE,MB,D1,3999,12,4,46606.02,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013993855563265161,A,0.004612065649594309,A
7jRymWSxPYo62yKgk,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0497,BLR MB 511T SLIM BLR MB H118 WILD BLACK,MB,D1,3299,14,31,46186,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013867740970908154,A,0.004570501066003121,A
6hgbGrzj6jFEDkYG4,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0493,BLR MB 511T SLIM BLR MB H118 DESERT,MB,D1,3299,14,38,46186,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013867740970908154,A,0.004570501066003121,A
rZDXH4wL4McfLQtwX,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23677-0078,BLRMB_513 BLR MB H117 ALBERT KING,MB,D1,3999,12,8,45989,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013808590038347012,A,0.004551006225358713,A
QA76BBGJ6T6nbiBbX,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21306-0196,WB _711 _ SKINNY BLR WB H118 EASTERN KIN,WB,D1,3499,14,12,45906,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.019254360240599223,A,0.004542792663056755,A
JRdBFPS55Gb8G67Xi,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17774-0006,BLMRT-CO 1 PCKT SHIRT INDIGO 10 PATTERN,MT,D1,2699,17,11,45883,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013802921333865369,A,0.004540516615671875,A
LSapTneTA9gLweDpd,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56062-0000,710 BNG SANP AT BOTTOM BLR WB H118 KNOW,WB,D1,3099,16,5,45834,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.019224161270152588,A,0.00453566764515626,A
6sfLRmKtSPaAsDvGH,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21831-0060,WB 312 SHAPING SLIM BLR WB H118 REDCRAN,WB,D1,3799,12,6,45588,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.019120981454459927,A,0.004511323833996239,A
Jar36eq2RuizRsYsM,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,24640-0026,BLRMT_CONCEALED MAROON,MT,D1,3499,13,2,45487,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01368379318513467,A,0.004501329017219157,A
ev4q55i94W4uoSrGi,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,57892-0000,BLRMB_513STYDNM STITCHES BLR MB H118 MA,MB,D1,3499,13,12,45487,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01365786025080542,A,0.004501329017219157,A
4RnjovTc7WqMgCEGz,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18259-0012,BLRMT_SAWTOOTH DRESS BLUES,MT,D1,2999,15,6,44985,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01353277719861242,A,0.0044516518090796,A
qKe9BPCaMKLy4twJe,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,34121-0021,BLRWB_LINE8_711 BLR WB H118 ALFIE,WB,D1,3499,13,13,44737,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.018764046400986525,A,0.004427110080755675,A
WYbyj4N7oQgJbbY5Q,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55652-0007,BLRMB_RL511_RAW OPTIC BLR MB H118 HINES,MB,D1,4699,10,6,44531.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013370933189102745,A,0.004406764196306486,A
GkvBWw3psEDmqAJzQ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21322-0024,WB 711 KNIT SKINNY BLR WB H217 EVELYN A,WB,D1,3499,13,38,44487,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.018659188864713492,A,0.004402370435267849,A
LXfyAQW6AD4iyzF8F,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23677-0084,BLRMB_513 BLR MB H117 WIND CANDLE,MB,D1,3999,12,20,44238.9,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01328310756588379,A,0.004377818811085729,A
axWg9PcLYfmp8cqJD,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,65504-0357,65504 SKINNY STRAIGHT BLR MB H118 WESTL,MB,D1,2899,16,21,44007.36,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013213585703319288,A,0.004354905941020723,A
XtA3PSLpvvDPsMRXd,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56736-0004,BLRMB_65504STYDNM STITCH BLR MB H118 COU,MB,D1,3999,11,10,43989,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013208072956508006,A,0.004353089061456097,A
XNa2mGY6bsEAGodP7,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21325-0099,WB_710_SUPERSKINNY BLR WB H118 MOCKING,WB,D1,2799,16,5,43854,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.018393689582870177,A,0.00433972965289267,A
3TBLhtrKa2FPeDuKZ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36087-0037,BLRMB_512CLASSIC5PKT BLR MB H217 BERGHA,MB,D1,2999,15,7,43785.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013146940317576796,A,0.004332941094170811,A
vgXhje598DaKFMCQn,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21944-0070,WB 311 SHAPING SKINNY BLR WB H118 SOUTH,WB,D1,3499,13,9,43281.14,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.0181534148299527,A,0.004283040239636044,A
qCTgcNPKAN8qigZPZ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56495-0006,BLRWB_INNOVATION SSKINNY WB H118 FORTU,WB,D1,4699,9,15,42291,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01773812026609118,A,0.004185057389302776,A
m3aBWBPLBNRjqF6vv,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,57892-0001,BLRMB_513STYDNM STITCHES BLR MB H118 CAM,MB,D1,3499,12,14,41988,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01260725561612808,A,0.004155072938971529,A
qKYYTLw6nahhLTDT7,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21325-0100,WB_710_SUPERSKINNY BLR WB H118 PURPLE J,WB,D1,2799,16,5,41273.21,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.017311228458717864,A,0.004084338334178554,A
fBhbeuzmiyAfwiB6Y,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36087-0040,BLRMB_512CLASSIC5PKT BLR MB H118 PRIDE,MB,D1,3499,12,10,41248.66,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.012385262466484658,A,0.00408190890099165,A
wJmTwCGWg3SgGcaMm,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21306-0208,WB _711 _ SKINNY BLR WB H118 WINGED DOV,WB,D1,3799,11,12,40175.21,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.016850694159406706,A,0.0039756818111960175,A
T2mCNACBv992T3sC3,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56721-0010,BLR_MB_502 CL5PKT BLR MB H118 ORBIT,MB,D1,3499,12,5,39499.66,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011860110278416446,A,0.0039088303411588116,A
vcKFk3N52EuFcx4XF,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36087-0016,BLRMB_512CLASSIC5PKT BLR MB H217 SUBLIM,MB,D1,3599,12,12,39288,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011796557555645423,A,0.003887884767702997,A
ZGByETemptf8MEL3W,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28697-0025,BLRMT_RERVERSIBLEWOVEN DBL CLTH40S JETB,MT,D1,2999,13,3,38987,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011728406905464096,A,0.0038580982345356534,A
9KrezeWxNSSnxWcRQ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17621-0110,BLRMT_WOVBARSTOW DENIM -PFD CASHMERE BLU,MT,D1,2999,13,2,38987,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011728406905464096,A,0.0038580982345356534,A
MAn5M7iNrS324QSZ4,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32972-0022,BLRWB_710RL BLR WB H118 ZULU,WB,D1,4099,10,11,38600.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.016190171372614172,A,0.0038198408467532774,A
2z3LaCsMAbqT6qAc4,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56749-0000,BLRMB_512 STYDNM STITCH BLR MB H118 MAY,MB,D1,3499,11,14,38489,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011556650981450742,A,0.003808816860723902,A
QtmTiYdejDRkdMGDt,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0281,BLR MB 511T SLIM BLR MB H217 RHINO,MB,D1,3499,11,22,38489,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011556650981450742,A,0.003808816860723902,A
GFdtnQMEnehSvtFfg,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0501,BLR MB 511T SLIM BLR MB H118 SUNCOAST,MB,D1,2499,19,25,38487.83,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011556299678957866,A,0.003808701079183019,A
iQJScgZrGxbTM4Fej,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0502,BLR MB 511T SLIM BLR MB H118 WESTEND,MB,D1,2499,16,23,38447.61,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011544223280442084,A,0.003804720965016937,A
r4NsioYJpeKQTQSry,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32890-0014,BLRWB_715_5PKT BLR WB H118 EASTERN KINGB,WB,D1,3499,11,2,38062.16,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.015964417291319786,A,0.0037665773796038055,A
2aLJJMC6inaWDPWF9,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0265,BLR MB 511T SLIM BLR MB H117 SABLE STAR,MB,D1,3999,10,20,37790.55,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011346935403545515,A,0.0037396992391600108,A
2jDsiwxEXpFZaz8Aj,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21306-0232,WB _711 _ SKINNY BLR WB H118 SPREAD EAG,WB,D1,2799,14,12,37686,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01580664444794193,A,0.0037293531194170014,A
4i5vHAiXuXxtACify,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,24869-0021,BLRMT_CONVENTIONALTRUCKE BK ON BK BLK PA,MT,D1,4699,8,5,37432,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.011260618341635213,A,0.003704217639601369,A
rXquCfAqJ24PyD2yK,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56062-0001,710 BNG SANP AT BOTTOM BLR WB H118 SWAN,WB,D1,3099,12,9,37188,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.015597768235686052,A,0.00368007174560525,A
ttfyxuXbuKnGtSiXP,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21357-0011,BLRWB_710_ALT 5PKT-Z BLR WB H117 BIF NA,WB,D1,3099,12,45,36988,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.015513882206667625,A,0.003660280029214988,A
36KhAEFz3dqpaWwDy,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32973-0034,BLRWB_711RL BLR WB H118 MEXX,WB,D1,4099,9,17,36891,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01547319748259369,A,0.0036506810467657113,A
i9yujKjfRaYTxiNwW,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0225,BLR MB 511T SLIM BLR MB H117 ALBERT KING,MB,D1,3999,9,19,35991,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010806605146233822,A,0.003561618323009534,A
xaKPQMnxBjAE4JXxW,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,29945-0029,ORIGINAL TRUCKER ORIOLE TRUCKER,WT,D1,3999,9,7,35991,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.03374886005819645,A,0.003561618323009534,A
axskuMkyqWxBpBfuG,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28697-0019,BLRMT_RERVERSIBLEWOVEN DBL CLOTH - 40S W,MT,D1,2999,12,4,35988,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010826221758889936,A,0.0035613214472636798,A
QrDeTCBcbtkws3fsR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32874-0045,BNG MT SLANT PKT SHRT 40SCOMP+2/60S COMP,MT,D1,2999,12,3,35988,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010826221758889936,A,0.0035613214472636798,A
TyFoM7aRoZLGMfMXY,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55652-0006,BLRMB_RL511_RAW OPTIC BLR MB H118 GREEN,MB,D1,5999,6,12,35724,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010726436115808317,A,0.0035351963816285348,A
rjKF3ubQb4Z56PrCo,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28697-0020,BLRMT_RERVERSIBLEWOVEN DBL CLOTH - 40S I,MT,D1,3199,12,4,35388,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01064572456384342,A,0.003501946298092895,A
PkP6ht8XHQFNLNija,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,24869-0009,BLRMT_CONVENTIONALTRUCKE TRCKER IND PATT,MT,D1,4699,8,11,35189.91,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010586133414898816,A,0.0034823435925941605,A
DKBaezSS4Leet7F5v,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36751-0008,BLRWB_312RL BLR WB H118 AFTERSHOCK,WB,D1,4099,9,9,35079.55,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.014713420746266555,A,0.0034714225234900144,A
pGSTbH4bi733a3iZR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36331-0004,MT LS SLIM PLKT SHIRT 40X40S GRID DOBBY,MT,D1,2999,12,3,34489,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01037527959993206,A,0.003412982532918669,A
bk4qRN7hhtBttAZAv,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21306-0189,WB _711 _ SKINNY BLR WB H118 BUFFLE HEA,WB,D1,3499,10,16,34240,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01436128816795446,A,0.0033883418460127933,A
qm3mkTj7zfTgFPktr,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21944-0065,WB 311 SHAPING SKINNY BLR WB H118 BARRE,WB,D1,3499,10,13,34240,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01436128816795446,A,0.0033883418460127933,A
yAgRTSPYfbqWTaKED,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,54910-0001,BNG GRACE RAGLAN FLT SNPY_FLT CLD DNCR P,WT,D1,2599,13,3,33787,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.03168216317374575,A,0.0033435136083888504,A
yp8Kzk5W6CQ9qxHeP,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,65504-0361,65504 SKINNY STRAIGHT BLR MB H118 HORIZ,MB,D1,2899,12,10,33707.26,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010120892705994318,A,0.0033356226510640533,A
n82nLTNQPs7SYoZiT,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21831-0065,WB 312 SHAPING SLIM BLR WB H118 WILDBAY,WB,D1,3499,10,8,33622.78,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.014102407493800696,A,0.0033272626300608066,A
Yj3XJoohebiJWs9dX,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0460,BLR MB 511T SLIM BLR MB H118 STF BLUE,MB,D1,3499,10,14,33590.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.010085804492902466,A,0.0033240583511772235,A
